region,city,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,popular,unit_price,area,total_price
万泰花园 ,S,1,1,S,3,0,2,24,19.2,0.4479,6.197500000000002,47.6,295.0
梅苑 ,S,2,1,S N,2,0,13,96,19.2,1.974,4.3008000000000015,58.13,250.0
金塔新村 ,S,3,1,S,2,0,12,108,19.2,2.125,2.938,81.35,239.0
临沂三村 ,S,2,1,S,3,0,18,86,19.2,2.0,4.796,57.34,275.0
新湖明珠城 ,S,1,2,S,3,1,11,26,19.2,0.8073,8.329600000000001,87.04,725.0
绿川小区 ,S,2,1,S,3,0,18,77,19.2,1.8594,4.3492000000000015,66.68,290.0
城中花园 ,S,2,2,S,2,1,11,43,19.2,1.0729,4.0385,104.0,420.0
万邦都市花园 ,S,3,2,S,3,1,2,24,28.0,0.3071,6.6482,118.83,790.0
仁恒河滨花园 ,S,4,2,SW,3,1,3,13,27.0,0.2222,10.2048,151.89,1550.0
佳信都市花园(公寓) ,S,2,2,E,0,1,0,90,19.2,1.4062,7.2642000000000015,126.65,920.0
星颂家园 ,S,2,2,S,1,1,0,43,19.2,0.6719,3.6528,82.13,300.0
宝隆新村 ,S,1,1,S,2,0,6,45,19.2,0.9219,6.3886,53.22,340.0
淞南一村 ,S,2,1,S,2,0,4,66,19.2,1.1771,4.4008,55.9,246.0
金巷小区 ,S,3,2,S N,2,0,0,67,19.2,1.0469,4.5164,101.41,458.0
乐山四五村 ,S,2,1,S,2,1,6,64,19.2,1.2188,8.0276,52.32,420.0
陆家嘴花园(一期) ,S,2,2,S,3,1,1,37,19.2,0.6146,10.3804,108.86,1130.0
西郊九韵城 ,S,2,2,S,1,0,1,66,19.2,1.0677,3.9572,72.78,288.0
三门路510弄 ,S,2,1,S N,2,0,2,70,19.2,1.1667,4.3289,64.22,278.0
中星馨恒苑 ,S,4,2,S,0,1,0,55,19.2,0.8594,5.727,176.36,1010.0
凌云新村 ,S,1,1,S N,0,0,3,51,19.2,0.9062,4.6841,49.53,232.0
万科新里程 ,S,3,2,S,0,1,0,22,19.2,0.3438,8.1975,113.45,930.0
国际丽都城 ,S,3,2,S,3,1,0,30,19.2,0.4688,13.4335,178.51,2398.0
宏明雅舍 ,S,3,1,S,3,0,2,33,19.2,0.5885,5.0315,103.35,520.0
柳林公寓 ,S,3,2,S,3,1,3,21,19.2,0.4375,4.6063,136.77,630.0
金杨新村十街坊 ,S,2,2,S,0,0,5,58,19.2,1.0885,5.2892,70.9,375.0
金港花园(公寓) ,S,3,2,S N,2,0,1,18,19.2,0.3177,3.0771,118.62,365.0
九龙仓玺园 ,S,3,2,S,3,1,3,45,19.2,0.8125,8.8511,173.99,1540.0
乾鸿苑 ,S,2,2,S,3,1,3,89,19.2,1.5,6.6066,112.01,740.0
徐汇新城(公寓) ,S,2,1,S,0,1,2,28,19.2,0.5104,6.4131,92.0,590.0
杉林新月环林东路875弄 ,S,2,2,S,0,1,2,64,19.2,1.0729,5.2203,83.33,435.0
水岸金桥苑 ,S,3,1,S N,3,1,23,119,19.2,2.6979,4.0207000000000015,97.0,390.0
中邦城市 ,S,3,2,S N,3,1,22,89,19.2,2.1927,4.7353000000000005,131.99,625.0
丰庄十二街坊 ,S,2,1,S,2,0,6,122,19.2,2.125,3.7075,78.22,290.0
中远两湾城 ,S,1,2,S,3,1,18,127,19.2,2.6406,7.819800000000001,75.45,590.0
新凯城紫竹苑 ,S,3,1,S,2,1,26,148,19.2,3.2604,2.9814000000000003,80.5,240.0
家化滨江苑 ,S,1,2,S,3,1,1,34,19.2,0.5677,9.75,80.0,780.0
万科城市花园 ,S,2,2,N,3,1,1,488,19.2,7.6615,5.4154,65.0,352.0
三林世博家园(东书房路560弄) ,S,3,2,S,3,0,4,44,19.2,0.8333,4.8098,95.64,460.0
南辉小区 ,S,2,1,S,3,1,11,35,19.2,0.9479,7.6302,66.84,510.0
丰庄十四街坊 ,S,2,1,S,2,0,10,89,19.2,1.7552,4.0732,60.15,245.0
蔷薇新村 ,S,2,1,S,2,0,10,16,19.2,0.6146,3.8046,59.14,225.0
万科假日风景(公寓) ,S,2,2,S,2,0,9,29,19.2,0.7812,5.782,92.01,532.0
银丰苑 ,S,3,2,S,1,0,2,40,19.2,0.6979,3.1627,129.64,410.0
嘉业海悦苑 ,S,1,1,W,3,1,0,45,19.2,0.7031,1.8127,65.65,119.0
国信世纪海景 ,S,3,2,SW,3,1,1,10,19.2,0.1927,9.775,196.42,1920.0
绿星小区 ,S,2,2,S,2,0,3,75,19.2,1.2813,3.8539,80.44,310.0
长浜路400弄 ,S,1,0,S,2,0,5,53,19.2,1.0104,4.9332,33.65,166.0
虹桥衡园 ,S,2,2,S,3,1,2,27,19.2,0.4948,5.5395,113.73,630.0
金江家园 ,S,1,2,S N,2,1,2,39,19.2,0.6823,5.1273,54.61,280.0
铂金华府 ,S,3,2,S,0,1,1,41,19.2,0.6771,6.747999999999999,123.0,830.0
盛大金磐 ,S,3,2,S,3,1,9,14,19.2,0.5469,10.7784,264.42,2850.0
世纪新城 ,S,2,2,S,0,0,5,27,19.2,0.6042,4.251,83.51,355.0
文化佳园 ,S,5,3,S N,3,0,1,53,19.2,0.8646,7.5337,242.91,1830.0
品华苑 ,S,3,2,S,3,0,2,29,19.2,0.526,4.3368,114.14,495.0
平南三四村 ,S,3,1,S,2,0,8,34,19.2,0.8229,5.5849,98.48,550.0
华光花园 ,S,3,2,S,2,1,9,36,19.2,0.8906,5.2935,135.64,718.0
菊泉新城(菊盛路50弄) ,S,2,2,E,1,1,21,18,19.2,1.0469,3.7447,81.45,305.0
静安丽舍 ,S,2,2,S N,2,1,25,50,19.2,1.6927,8.1103,127.0,1030.0
红梅小区(嘉定) ,S,2,1,S,0,0,4,14,20.0,0.35,2.5563,48.9,125.0
银都二村 ,S,2,1,S N,2,0,4,4,15.0,0.2667,5.5036000000000005,54.51,300.0
陆家嘴花园(一期) ,S,3,2,S,3,1,6,6,13.0,0.4615,10.1841,127.65,1300.0
新天地荻泾花园 ,S,2,2,S,3,1,1,11,8.0,0.5,3.5635000000000003,89.8,320.0
新弘国际城(公寓) ,S,1,1,S,0,1,2,4,7.0,0.3714,3.7351,60.24,225.0
仲信苑 ,S,2,1,S,3,0,5,23,31.0,0.3355,8.793800000000001,64.25,565.0
圣骊河滨苑 ,S,2,2,S,3,1,14,65,19.2,1.526,8.0495,101.87,820.0
美岸栖庭(公寓) ,S,2,2,S N,3,1,8,66,19.2,1.3229,5.476,101.9,558.0
达安花园 ,S,2,1,SE,2,1,14,35,19.2,1.0573,8.2103,102.92,845.0
田林十四村 ,S,2,0,S,1,1,25,22,19.2,1.2552,6.5202,53.68,350.0
合生江湾国际公寓 ,S,2,1,S,3,1,2,13,24.0,0.2208,7.6222,99.71,760.0
四季雅苑(公寓) ,S,3,2,W,3,1,6,73,19.2,1.3594,8.7661,153.89,1349.0
保利叶上海(一期) ,S,2,1,S,2,1,8,120,19.2,2.1667,4.2197000000000005,81.76,345.0
昱龙家园 ,S,2,2,S,1,0,8,21,19.2,0.6198,3.6487,74.0,270.0
大上海国际花园四区 ,S,4,2,S,2,0,7,125,19.2,2.2083,5.2330000000000005,125.36,656.0
中星宜川花苑 ,S,2,1,S,3,1,9,43,19.2,1.0,5.6221000000000005,69.37,390.0
虬江大楼 ,S,2,0,S W,3,1,5,72,19.2,1.3073,7.1053000000000015,57.0,405.0
绿地无双 ,S,2,2,S,3,0,8,24,19.2,0.6667,3.8824,85.0,330.0
文怡花园 ,S,2,2,S,1,0,5,58,19.2,1.0885,2.6853,93.1,250.0
新乐雅苑 ,S,2,2,S,2,0,7,29,19.2,0.7083,2.7065,86.83,235.0
上海派 ,S,2,2,S,1,0,8,77,19.2,1.4948,3.2609000000000004,69.0,225.0
久耕小区 ,S,3,1,S N,2,0,5,52,19.2,0.9948,6.1981,70.99,440.0
北蒙三小区 ,S,1,0,SE S,2,1,10,39,19.2,0.974,8.5756,34.4,295.0
金泽苑 ,S,2,2,S,2,0,6,34,19.2,0.75,5.2668,87.34,460.0
天极盛宅花园 ,S,2,1,S N,1,0,7,29,19.2,0.7083,3.3694,63.81,215.0
南方新村 ,S,2,1,S,2,0,8,72,19.2,1.4167,5.0051000000000005,69.93,350.0
牡丹路186弄 ,S,2,1,S,1,0,8,58,19.2,1.1979,6.3464,66.18,420.0
运光小区 ,S,1,1,S,2,0,8,35,19.2,0.8385,5.4737,38.0,208.0
南园新村 ,S,1,1,SW,1,0,6,26,19.2,0.625,6.9727000000000015,34.42,240.0
泰和新城(泰和西路3381弄) ,S,2,1,S N,1,0,7,87,19.2,1.6146,3.2955,71.31,235.0
昌鑫花园(公寓) ,S,2,2,S,1,0,7,20,19.2,0.5677,3.6149,87.14,315.0
虹桥豪苑 ,S,2,2,S,3,1,15,54,19.2,1.3906,9.6062,103.58,995.0
金凤大厦 ,S,3,2,S,2,1,6,41,19.2,0.8594,6.0976,134.48,820.0
长寿新村(闵行) ,S,2,1,S,2,0,0,27,19.2,0.4219,5.0673,60.19,305.0
延吉五村 ,S,1,1,S,0,0,8,50,19.2,1.0729,4.8429,34.69,168.0
凤城五村 ,S,1,1,S,0,0,0,14,19.2,0.2188,5.4055,38.85,210.0
嘉和坊 ,S,1,1,S N,1,0,10,3,19.2,0.4115,4.4276,47.43,210.0
长桥一村 ,S,2,1,SE,2,0,7,13,19.2,0.4583,6.442,66.75,430.0
斜土路734弄 ,S,1,1,S,3,1,9,28,19.2,0.7656,7.0708,49.5,350.0
凌桥苑 ,S,1,2,S,1,0,8,32,19.2,0.7917,3.2962,59.16,195.0
沙田公寓 ,S,2,1,S,2,0,7,110,19.2,1.974,3.4683,70.64,245.0
静安河滨花园 ,S,3,2,S,3,1,8,118,19.2,2.1354,8.0235,143.33,1150.0
新梅共和城 ,S,3,2,S N,1,1,7,57,19.2,1.1458,6.9300000000000015,119.77,830.0
航华一村 ,S,1,1,S,2,0,7,45,19.2,0.9583,4.2985,41.41,178.0
阳城贵都 ,S,2,2,S,3,1,10,56,19.2,1.2396,6.4181,98.94,635.0
仁恒河滨城 ,S,3,2,S N,3,1,9,30,19.2,0.7969,9.3453,165.86,1550.0
南阳小区 ,S,1,1,S,2,1,11,15,19.2,0.6354,8.848700000000003,46.9,415.0
汤臣怡园 ,S,4,2,SE N,2,0,6,71,19.2,1.3281,13.9857,213.79,2990.0
锦鸿公寓 ,S,2,1,S,3,1,5,16,19.2,0.4323,4.1493,98.09,407.0
金色港湾 ,S,3,2,S N,3,1,14,37,19.2,1.0885,8.2317,143.35,1180.0
三花现代城(三期金兰苑) ,S,2,2,S,3,1,13,24,19.2,0.849,6.2299000000000015,89.89,560.0
延长小区(普陀) ,S,2,1,S N,3,1,7,12,31.0,0.2742,5.2658000000000005,60.77,320.0
丰庄十二街坊 ,S,1,1,S,3,0,6,14,28.0,0.3,4.3818,47.47,208.0
古美一村 ,S,2,1,S,3,0,7,9,27.0,0.2815,5.2731,58.41,308.0
宜川一村 ,S,2,0,S,1,0,14,13,25.0,0.548,4.7983,51.06,245.0
汇豪天下 ,S,3,2,S,3,1,8,21,24.0,0.4958,8.6281,149.28,1288.0
仁恒河滨花园 ,S,4,2,SE,0,1,22,25,21.0,1.0905,9.0129,163.1,1470.0
卢湾都市花园 ,S,3,2,S N,0,1,11,28,20.0,0.805,8.0812,154.68,1250.0
鑫港苑 ,S,1,1,S,3,0,8,14,19.0,0.5158,3.956,58.14,230.0
皇都花园(公寓) ,S,3,2,S,3,1,5,31,19.2,0.6667,7.6476000000000015,169.99,1300.0
虹光公寓 ,S,3,2,S,3,1,5,255,19.2,4.1667,6.9888,106.6,745.0
古美小区 ,S,2,1,S,3,0,1,1114,19.2,17.4427,4.5136,59.82,270.0
万登花苑 ,S,2,2,S,1,0,5,81,19.2,1.4479,6.881,88.65,610.0
汇锦城二期 ,S,2,2,S,1,1,3,65,19.2,1.125,2.9214,89.0,260.0
古城公寓 ,S,3,2,S,0,0,15,13,19.2,0.75,6.1263000000000005,106.1,650.0
新梅广场 ,S,2,2,S,2,1,19,15,19.2,0.9271,4.7514,112.6,535.0
江南名庐 ,S,3,1,S N,2,1,0,10,19.2,0.1562,7.5070000000000014,146.53,1100.0
梅苑 ,S,2,1,S N,3,0,2,51,19.2,0.8698,5.1345,61.35,315.0
同心路125弄 ,S,1,1,S,3,1,0,76,19.2,1.1875,6.2835,37.4,235.0
圣鑫苑 ,S,6,3,暂无数,3,1,3,23,19.2,0.4688,5.7163,130.33,745.0
福海小区 ,S,1,1,S,3,0,1,60,19.2,0.974,7.1429,42.0,300.0
东泉苑小区 ,S,2,1,S,3,1,2,23,19.2,0.4323,5.4307,66.29,360.0
欣佳宝邸 ,S,3,2,S N,1,1,10,74,19.2,1.5208,2.932,98.91,290.0
梅陇九村 ,S,1,1,S,1,0,3,34,19.2,0.6406,4.6437,43.07,200.0
延平路237弄 ,S,1,1,S,3,0,0,15,19.2,0.2344,10.7134,39.67,425.0
平安小区 ,S,3,2,S,0,0,5,59,19.2,1.1042,2.5426,94.0,239.0
光华园 ,S,3,1,S,2,0,0,22,19.2,0.3438,7.894100000000001,80.82,638.0
文怡花园 ,S,2,1,S,0,0,0,14,19.2,0.2188,2.7745,84.7,235.0
丰怡苑 ,S,3,2,S,0,0,3,69,19.2,1.1875,3.2591,110.46,360.0
万科金色华亭 ,S,3,2,S,3,1,0,56,19.2,0.875,3.5394,89.0,315.0
宏苑小区 ,S,2,1,S,2,0,5,29,19.2,0.6354,5.4564,50.4,275.0
梅园新村(浦东) ,S,3,1,S,3,0,5,29,19.2,0.6354,7.6629,65.25,500.0
嘉利豪园 ,S,3,2,S,2,1,0,37,19.2,0.5781,6.7265000000000015,133.8,900.0
金宝大厦 ,S,3,2,S N,0,1,2,34,19.2,0.6042,5.2764000000000015,147.83,780.0
东方明珠大宁公寓 ,S,2,2,SE,2,1,5,31,19.2,0.6667,6.674600000000001,109.37,730.0
新弘国际城(公寓) ,S,2,2,S,3,1,2,53,19.2,0.901,3.0846,88.83,274.0
新凯一期 ,S,2,1,S,3,1,1,86,19.2,1.3802,3.1013,77.71,241.0
梅陇四村 ,S,2,1,SE,0,1,0,20,19.2,0.3125,5.2645,81.68,430.0
华泾绿苑 ,S,1,1,S,1,1,1,23,19.2,0.3958,4.8018,64.56,310.0
汇豪天下 ,S,3,2,S,0,1,0,30,19.2,0.4688,9.6552,145.0,1400.0
静安城 ,S,3,2,S N,3,1,1,20,19.2,0.349,6.4413,167.67,1080.0
祝康苑 ,S,2,1,S,0,0,1,42,19.2,0.6927,3.4616,65.0,225.0
田图苑 ,S,2,2,S N,2,0,1,18,19.2,0.3177,4.711,93.4,440.0
丰怡苑 ,S,1,1,S,0,0,1,88,19.2,1.4115,3.8241,52.3,200.0
虹口玫瑰苑 ,S,3,2,S,3,0,0,40,19.2,0.625,6.1356,114.09,700.0
汇秀景苑一街坊 ,S,2,1,E W,1,1,0,23,19.2,0.3594,2.8632,80.33,230.0
东湾小区 ,S,2,1,S N,0,0,1,73,19.2,1.1771,4.1712,56.34,235.0
丽水豪庭 ,S,2,2,S,3,1,0,49,19.2,0.7656,3.1831,76.97,245.0
爱邦大厦 ,S,3,2,S,1,1,2,85,19.2,1.401,4.5308,161.12,730.0
弘扬公寓 ,S,3,2,S,1,0,5,30,19.2,0.651,6.3477000000000015,126.03,800.0
汤臣臻园 ,S,2,1,S,1,0,1,12,19.2,0.224,4.0,87.0,348.0
瑞金新苑 ,S,3,2,S N,3,1,1,58,19.2,0.9427,7.190600000000001,173.84,1250.0
通源小区 ,S,3,0,S,2,0,2,6,19.0,0.1684,5.8722,68.97,405.0
莘南花苑一村 ,S,2,1,S,3,0,5,4,17.0,0.2765,5.3896000000000015,66.61,359.0
同济融创玫瑰公馆 ,S,2,2,S,0,1,3,28,14.0,0.75,6.4463,108.59,700.0
锦绣江南(四期) ,S,3,2,S,3,1,0,89,19.2,1.3906,6.3519000000000005,141.69,900.0
桃林小区 ,S,4,2,S,2,0,1,38,19.2,0.6302,9.1491,101.65,930.0
博山公寓 ,S,3,2,S N,3,1,0,31,19.2,0.4844,5.1426,110.84,570.0
由由七村 ,S,1,1,S,2,0,9,98,19.2,1.8594,4.7485,49.7,236.0
世纪时空大厦 ,S,1,0,SE,2,1,3,55,19.2,0.9688,5.5109,47.18,260.0
保利御樽苑(公寓) ,S,4,2,S,1,1,0,68,19.2,1.0625,5.4768,191.72,1050.0
浦江宝邸西区 ,S,2,2,S N,3,1,6,129,19.2,2.2344,2.7289999999999996,82.45,225.0
太浜巷小区 ,S,1,1,S,3,0,6,24,19.2,0.5938,6.1189,40.04,245.0
公园3000黄兴花园 ,S,2,2,S,3,0,6,97,19.2,1.7344,7.394500000000002,102.78,760.0
东安一村 ,S,2,1,S N,2,0,11,58,19.2,1.3073,6.3963,51.28,328.0
丰庄十四街坊 ,S,2,1,S,0,0,5,96,19.2,1.6823,4.1485,63.88,265.0
宁锦小区 ,S,1,1,S,3,0,6,104,19.2,1.8438,5.8047,40.14,233.0
俞一小区 ,S,2,1,S,3,0,7,50,19.2,1.0365,6.3218000000000005,56.63,358.0
香山新村东南街坊 ,S,2,1,S,3,0,6,99,19.2,1.7656,5.2919,62.36,330.0
桃浦七村雪松苑 ,S,2,1,S,2,0,7,187,19.2,3.1771,3.4627000000000003,64.98,225.0
尚海湾豪庭 ,S,4,2,S,3,1,7,25,19.2,0.6458,10.4426,225.04,2350.0
合生城邦三街坊 ,S,2,2,S N,3,0,10,27,19.2,0.7865,3.771,107.4,405.0
雅戈尔长风8号 ,S,4,2,S,3,1,9,131,19.2,2.375,7.6471,238.0,1820.0
大名城名郡 ,S,3,2,S,3,0,6,18,19.2,0.5,3.2135,89.0,286.0
金鸿苑 ,S,2,2,S,2,0,5,47,19.2,0.9167,6.5492,101.54,665.0
绿地香颂(奉贤)(公寓) ,S,2,1,S,3,1,8,31,19.2,0.776,1.9817,80.74,160.0
沁春园二村 ,S,2,1,S,2,0,4,103,19.2,1.7552,3.6386,84.65,308.0
中华新路485弄 ,S,2,1,S,2,1,8,77,19.2,1.4948,6.1295,78.31,480.0
罗山怡景苑 ,S,2,2,S N,3,1,7,28,19.2,0.6927,8.164900000000001,102.88,840.0
蔷薇新村 ,S,2,2,S N,2,0,10,72,19.2,1.4896,3.4312,84.52,290.0
世茂滨江花园 ,S,2,2,SE,3,1,8,104,19.2,1.9167,9.3526,139.0,1300.0
新南家园 ,S,2,2,S,0,0,6,16,19.2,0.4688,2.6621,97.67,260.0
新弘国际公寓 ,S,3,2,S N,3,1,0,34,19.2,0.5312,7.7693,148.02,1150.0
柳营路1025弄 ,S,3,1,S,2,0,6,37,19.2,0.7969,5.8896000000000015,65.54,386.0
华梅花苑 ,S,2,1,S,0,0,10,39,19.2,0.974,5.3994,75.38,407.0
河风丽景 ,S,1,2,S,3,1,10,59,19.2,1.2865,7.4423,83.98,625.0
达安春之声 ,S,2,2,S,3,1,9,51,19.2,1.125,6.8626000000000005,87.14,598.0
海天公寓 ,S,2,1,E,2,1,8,14,19.2,0.5104,7.989800000000002,78.35,626.0
共富二村 ,S,2,2,S,3,0,8,319,19.2,5.276,3.6515,79.42,290.0
丽都成品 ,S,2,1,S,3,1,14,73,19.2,1.651,5.245,83.89,440.0
航华二村驰骋小区 ,S,2,1,S,0,0,14,24,19.2,0.8854,3.9202,70.15,275.0
凌兆新村(凌兆路396弄) ,S,2,1,S N,3,0,11,153,19.2,2.7917,4.5179,64.19,290.0
龙吴路13弄 ,S,1,1,S,2,0,7,10,19.2,0.4115,6.0634000000000015,44.53,270.0
和源馨苑 ,S,2,1,S,2,1,12,50,19.2,1.2188,6.6124,104.35,690.0
新风小区 ,S,2,0,S,2,0,8,9,27.0,0.3074,6.2606,47.6,298.0
幸福小镇(公寓) ,S,2,1,S,1,1,20,14,26.0,0.7,5.1039,74.65,381.0
紫薇茗庭 ,S,2,2,S N,1,0,19,17,25.0,0.736,2.635,65.58,172.8
绿地时代嘉苑 ,S,3,2,S,1,0,1,22,19.2,0.3802,2.1102000000000003,103.31,218.0
剑桥馨苑 ,S,2,2,S,3,1,5,71,19.2,1.2917,4.6541000000000015,97.98,456.0
梅园四街坊 ,S,1,1,S,3,0,2,14,19.2,0.2917,10.7658,49.23,530.0
蒙自新村 ,S,2,1,E,1,1,6,183,19.2,3.0781,6.7447,59.01,398.0
茶陵小区 ,S,2,1,S,3,0,14,98,19.2,2.0417,7.0598,64.45,455.0
兴日家园 ,S,2,2,S,1,0,2,10,19.2,0.2292,3.0783,102.33,315.0
华景苑 ,S,3,2,S,1,0,3,21,19.2,0.4375,4.3398,139.41,605.0
骏景雅苑 ,S,4,2,S,1,1,3,30,19.2,0.5781,5.5971,134.0,750.0
新闵小区 ,S,2,1,S,1,0,1,13,19.2,0.2396,3.5894000000000004,59.9,215.0
鑫唐佳苑 ,S,1,1,S,1,0,14,95,19.2,1.9948,3.9286,56.0,220.0
九亭明珠苑(公寓) ,S,2,2,S N,3,1,1,5,19.2,0.1146,3.7669,111.5,420.0
中山大厦 ,S,3,2,S,2,1,2,55,19.2,0.9323,5.840400000000002,103.59,605.0
汇成二村 ,S,2,1,S,2,0,3,17,19.2,0.375,5.4946,63.7,350.0
国和路611弄 ,S,2,1,S,0,0,3,16,19.2,0.3594,4.8166,53.98,260.0
贝尚湾(公寓) ,S,3,2,S,3,1,2,25,19.2,0.4635,5.1992,119.25,620.0
赤峰小区 ,S,2,1,S,1,1,16,71,19.2,1.6927,6.1978,64.54,400.0
樱花小区 ,S,3,2,S N,3,0,5,98,19.2,1.7135,2.5384,109.52,278.0
阳曲小区 ,S,1,1,S,2,0,13,70,19.2,1.5677,4.2563,46.99,200.0
大桥花苑 ,S,1,1,S,2,1,3,8,19.2,0.2344,5.2573,44.7,235.0
真北一街坊 ,S,1,1,S,0,0,0,3,19.2,0.0469,5.0591,41.51,210.0
密云路250弄 ,S,2,1,S N,2,0,3,14,19.2,0.3281,6.1417,55.36,340.0
名仕豪庭(公寓) ,S,2,2,S,1,1,3,15,19.2,0.3438,3.4564000000000004,89.69,310.0
汇丽苑 ,S,3,2,S,1,0,1,30,19.2,0.5052,3.8525,122.0,470.0
天平小区 ,S,2,0,SW,3,1,19,38,19.2,1.2865,11.2586,49.74,560.0
南市街小区 ,S,2,1,S,2,0,3,5,19.2,0.1875,3.7038,63.45,235.0
大华锦绣华城(四街区) ,S,2,2,S,1,1,12,136,19.2,2.5625,5.828200000000002,94.37,550.0
万春小区 ,S,1,1,S,2,0,8,3,19.2,0.3385,13.4401,34.97,470.0
塔城路850弄 ,S,2,1,S,2,0,7,14,19.2,0.474,2.9662,47.2,140.0
青云路650弄 ,S,2,1,S N,2,0,24,45,19.2,1.5781,5.918900000000002,51.53,305.0
共富花园 ,S,2,1,S,3,0,35,76,19.2,2.4635,3.7589,73.16,275.0
川杨新苑(四期) ,S,2,2,S,1,0,19,69,19.2,1.7708,4.0230000000000015,87.0,350.0
上海源花城 ,S,3,2,SE,3,1,0,7,27.0,0.0778,3.5034,128.45,450.0
古北国际广场 ,S,2,2,S,3,1,0,76,19.2,1.1875,9.7763,130.93,1280.0
水霞小区 ,S,2,1,S,3,0,6,29,19.2,0.6719,6.8909,54.42,375.0
莲浦新苑 ,S,3,2,S N,3,0,0,50,19.2,0.7812,5.1494,135.55,698.0
好世鹿鸣苑 ,S,1,1,S,3,1,0,24,19.2,0.375,7.2004,64.58,465.0
尊园 ,S,3,2,S,3,1,5,152,19.2,2.5573,9.8493,147.22,1450.0
绿地名人坊 ,S,3,2,S,1,1,9,206,19.2,3.5469,7.7052,162.23,1250.0
中星海上景庭 ,S,3,2,S,1,1,7,352,19.2,5.7552,6.6499000000000015,142.86,950.0
浦江世博家园八街坊 ,S,3,2,S,2,1,11,153,19.2,2.7917,4.2799000000000005,99.07,424.0
东安五村 ,S,2,1,S,2,0,9,37,19.2,0.9062,6.842700000000002,51.15,350.0
阳光翠庭 ,S,3,2,S,3,1,6,50,19.2,1.0,3.95,131.14,518.0
贝越水岸名邸 ,S,2,2,S,2,1,8,94,19.2,1.7604,4.9398,101.22,500.0
韵都城 ,S,2,2,S,2,1,19,190,19.2,3.6615,6.1586,94.99,585.0
新泾三村 ,S,3,0,S,2,0,8,100,19.2,1.8542,5.8752,65.53,385.0
花木苑 ,S,3,2,S,3,1,6,260,19.2,4.2812,6.1556000000000015,146.21,900.0
快乐家苑 ,S,3,2,S,2,1,13,60,19.2,1.4115,5.4678,124.0,678.0
东航明珠公寓 ,S,3,2,S,3,1,6,52,19.2,1.0312,6.1617000000000015,121.72,750.0
玉兰花苑 ,S,3,2,E,3,1,10,61,19.2,1.3177,7.4468,154.43,1150.0
巨龙台湾城 ,S,2,2,S,2,0,7,78,19.2,1.474,2.4247,84.55,205.0
宝虹公寓 ,S,3,2,S,2,1,6,51,19.2,1.0156,5.6286000000000005,133.25,750.0
阳光威尼斯(一期) ,S,3,2,S N,3,1,9,131,19.2,2.375,4.246,117.76,500.0
宜达新居 ,S,1,2,S,1,0,2,60,19.2,1.0104,3.6286,60.63,220.0
南新西园 ,S,1,1,S,0,1,5,6,19.2,0.276,3.75,56.0,210.0
万科阳光苑 ,S,3,2,S,0,1,8,75,19.2,1.4635,4.1081,139.24,572.0
新世纪花苑(三期)(浦东) ,S,2,2,S N,0,0,9,69,19.2,1.4062,6.0785,102.0,620.0
蓝色城邦(公寓) ,S,2,1,S,3,1,6,87,19.2,1.5781,1.9615,87.69,172.0
艾格美国际公寓 ,S,2,1,S SW,3,1,0,101,19.2,1.5781,9.7329,100.69,980.0
金丰蓝庭 ,S,4,2,S N,3,1,11,61,19.2,1.3542,3.9199,158.17,620.0
金碧汇虹苑 ,S,2,2,S,0,1,0,33,19.2,0.5156,2.2293000000000003,100.93,225.0
龙柏七村 ,S,2,1,S,2,0,0,14,19.2,0.2188,5.0404,74.4,375.0
光新大楼 ,S,2,0,SE,0,1,2,27,19.2,0.4948,5.6675,67.05,380.0
三湘四季花城 ,S,2,2,S,3,1,21,54,19.2,1.6094,4.2229,99.46,420.0
徐汇苑 ,S,3,2,S,3,1,0,5,19.2,0.0781,10.6281,207.0,2200.0
紫荆三村 ,S,2,1,S,2,0,0,82,19.2,1.2812,2.8073,83.0,233.0
曹杨六村(沙溪园) ,S,2,1,S,2,0,0,4,19.2,0.0625,5.8173,53.29,310.0
文汇小区(浦东) ,S,2,1,S,3,0,0,39,19.2,0.6094,4.2902000000000005,64.1,275.0
翔和雅苑 ,S,2,1,S,1,0,0,22,19.2,0.3438,3.7357,69.6,260.0
香溢花城(住宅) ,S,2,1,S,3,1,0,47,19.2,0.7344,8.048,87.6,705.0
民乐佳苑 ,S,2,1,S,0,0,0,29,19.2,0.4531,3.1724,69.35,220.0
中远两湾城 ,S,3,2,S N,3,1,0,44,19.2,0.6875,6.835800000000001,141.9,970.0
金地艺境(宝山) ,S,4,2,S N,3,0,6,26,19.2,0.625,3.7565,167.18,628.0
中房公寓 ,S,3,2,S,3,1,0,42,19.2,0.6562,4.1942,103.0,432.0
浦江宝邸北区 ,S,2,2,S N,3,1,0,85,19.2,1.3281,2.9296,78.17,229.0
古北御庭 ,S,3,2,S,3,1,9,64,19.2,1.3281,8.8526,146.85,1300.0
绿地诺丁山(公寓) ,S,3,2,S N,3,1,6,21,19.2,0.5469,4.0175,91.6,368.0
长丰公寓 ,S,3,2,S,3,1,8,5,19.2,0.3698,8.4151,101.01,850.0
济阳一村 ,S,3,1,S,0,0,7,62,19.2,1.224,4.6607,76.17,355.0
奥林匹克花园 ,S,2,2,S,3,1,7,106,19.2,1.9115,4.0957,89.12,365.0
茶陵小区 ,S,2,0,S N,1,0,7,51,19.2,1.0521,7.1264,51.92,370.0
